@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
250,'2018/04/07 15:47:15:035',4,492.145111,257.117554,22.300056,383.532013,239.675812,44.275742,355.830109,295.944763,39.546288,295.950165,246.046127,45.192734,196.873566,243.342682,38.421303,0,0,1,0,0,0,0,0,0
251,'2018/04/07 15:47:15:101',4,492.333496,257.676025,22.320005,383.16745,240.399567,44.313412,353.94281,296.049042,39.638439,295.276398,246.095505,45.194687,195.930023,242.710236,38.384304,0,0,1,0,0,0,0,0,0
252,'2018/04/07 15:47:15:150',4,492.240509,258.424194,22.386419,382.713287,241.160095,44.368393,352.502228,296.427521,39.735069,294.356018,246.290619,45.228233,195.189636,242.744507,38.385578,0,0,1,0,0,0,0,0,0
253,'2018/04/07 15:47:15:218',4,492.361908,258.998779,22.439161,382.584167,242.092529,44.398586,352.002319,297.217346,39.700787,294.23996,246.790741,45.244801,195.823318,243.986206,38.414124,0,0,1,0,0,0,0,0,0
254,'2018/04/07 15:47:15:266',4,492.586792,259.595886,22.494709,383.042114,242.85733,44.433372,352.258331,297.998352,39.66655,294.464478,247.372772,45.287907,197.325867,245.553696,38.503063,0,0,1,0,0,0,0,0,0
255,'2018/04/07 15:47:15:316',4,492.305359,259.962219,22.4781,383.069794,242.990814,44.418983,350.759155,298.171814,39.654335,294.157593,247.399323,45.260273,196.661301,244.669464,38.475388,0,0,1,0,0,0,0,0,0
256,'2018/04/07 15:47:15:369',4,492.192474,260.255371,22.503593,383.125153,243.285675,44.427032,349.941742,298.459351,39.654091,293.815918,247.577011,45.255161,196.323135,244.639694,38.452835,0,0,1,0,0,0,0,0,0
257,'2018/04/07 15:47:15:419',4,491.970093,260.486877,22.537085,382.953857,243.639893,44.446762,349.023468,298.850067,39.679329,293.309814,247.835342,45.262772,195.791321,244.599258,38.44799,0,0,1,0,0,0,0,0,0
258,'2018/04/07 15:47:15:466',4,491.737396,260.506531,22.537216,382.891449,243.673584,44.461475,348.479584,298.929016,39.708519,293.105347,247.824036,45.280582,195.418427,244.372009,38.467651,0,0,1,0,0,0,0,0,0
259,'2018/04/07 15:47:15:516',4,491.891327,260.21582,22.525633,382.828247,243.728851,44.479427,347.93988,298.96167,39.739483,293.023315,247.837341,45.288498,194.456955,243.224213,38.443146,0,0,1,0,0,0,0,0,0
260,'2018/04/07 15:47:15:566',4,492.123596,260.306732,22.596889,382.697449,244.015488,44.518974,347.393127,299.090393,39.758194,292.964508,248.162506,45.285286,193.427536,242.432495,38.373543,0,0,1,0,0,0,0,0,0
261,'2018/04/07 15:47:15:617',4,492.274414,260.430145,22.639442,382.913391,244.684723,44.520775,347.119629,299.219177,39.777206,293.237671,248.687988,45.270046,192.880981,242.310944,38.332954,0,0,1,0,0,0,0,0,0
262,'2018/04/07 15:47:15:665',4,492.374451,260.560791,22.674809,383.131012,245.597275,44.514816,347.0224,299.420471,39.798401,293.419006,249.23494,45.266151,192.069214,241.949524,38.294712,0,0,1,0,0,0,0,0,0
263,'2018/04/07 15:47:15:716',4,492.478241,260.634888,22.682154,383.322327,246.138184,44.519432,347.042053,299.565826,39.809826,293.575623,249.630325,45.275021,191.174103,241.202637,38.264256,0,0,1,0,0,0,0,0,0
264,'2018/04/07 15:47:15:766',4,492.538177,260.577576,22.682369,383.399078,246.445511,44.52663,347.097931,299.667786,39.812946,293.736389,250.008698,45.279198,190.323425,240.282288,38.228737,0,0,1,0,0,0,0,0,0
265,'2018/04/07 15:47:15:818',4,492.530182,260.411987,22.6719,383.282532,246.57988,44.540546,347.218597,299.797485,39.814632,293.764038,250.347305,45.289825,189.688141,239.841766,38.217476,0,0,1,0,0,0,0,0,0
266,'2018/04/07 15:47:15:871',4,492.412781,260.324829,22.667629,383.203857,246.653259,44.540306,347.385803,299.926941,39.801571,293.90686,250.742004,45.282074,189.320511,239.531311,38.208138,0,0,1,0,0,0,0,0,0
267,'2018/04/07 15:47:15:923',4,492.203644,260.385895,22.684994,383.173431,246.750229,44.536762,347.55426,300.073364,39.776993,294.017517,251.102676,45.268784,189.240173,239.705566,38.209175,0,0,1,0,0,0,0,0,0
268,'2018/04/07 15:47:15:972',4,492.107788,260.496887,22.694237,383.173523,246.797409,44.532677,347.592804,300.133484,39.760727,294.07843,251.27066,45.258564,189.172073,239.59845,38.202362,0,0,1,0,0,0,0,0,0
269,'2018/04/07 15:47:16:024',4,492.029877,260.554932,22.69285,383.249359,246.821198,44.526962,347.790344,300.196533,39.741478,294.282288,251.508087,45.246704,188.964584,239.180389,38.182774,0,0,1,0,0,0,0,0,0
270,'2018/04/07 15:47:16:073',4,492.013184,260.701477,22.697617,383.351654,246.785706,44.532627,348.100098,300.253052,39.72607,294.520874,251.77211,45.240482,188.729233,238.677246,38.158718,0,0,1,0,0,0,0,0,0
271,'2018/04/07 15:47:16:123',4,491.615601,260.469696,22.55998,383.669312,247.302414,44.394341,348.602173,300.696747,39.393219,294.954102,252.641296,45.088093,188.56459,238.373138,38.036346,0,0,1,0,0,0,0,0,0
272,'2018/04/07 15:47:16:173',4,491.695374,260.297241,22.553257,384.056152,247.180969,44.388794,349.48056,300.760315,39.383751,295.460175,252.832764,45.093491,188.324738,237.873932,38.011253,0,0,1,0,0,0,0,0,0
273,'2018/04/07 15:47:16:224',4,491.758179,260.277618,22.566219,384.394623,247.325867,44.423122,350.285248,301.013275,39.389244,295.904114,253.24498,45.13982,188.074249,237.70755,38.041161,0,0,1,0,0,0,0,0,0
274,'2018/04/07 15:47:16:272',4,491.873108,260.085571,22.568508,384.526001,247.260208,44.454514,350.949463,301.082092,39.398754,296.138092,253.385254,45.181435,187.625458,237.227722,38.038425,0,0,1,0,0,0,0,0,0
275,'2018/04/07 15:47:16:322',4,491.957947,260.14093,22.58695,384.67981,247.141663,44.48674,351.832306,301.13327,39.402409,296.491821,253.529083,45.221241,187.301987,236.85257,38.036644,0,0,1,0,0,0,0,0,0
276,'2018/04/07 15:47:16:373',4,492.105591,260.15863,22.60533,384.706635,246.927734,44.51936,352.651611,301.160583,39.411232,296.801636,253.646988,45.255211,187.243729,236.870697,38.055645,0,0,1,0,0,0,0,0,0
277,'2018/04/07 15:47:16:425',4,492.324524,260.025452,22.599571,384.824554,246.850647,44.526871,353.246124,301.172546,39.400654,297.064209,253.739471,45.262684,187.329956,236.91394,38.05722,0,0,1,0,0,0,0,0,0
278,'2018/04/07 15:47:16:473',4,492.481873,260.006226,22.594675,384.979218,246.79715,44.526203,353.863403,301.168701,39.391052,297.365387,253.834503,45.264854,187.222794,236.529449,38.027046,0,0,1,0,0,0,0,0,0
279,'2018/04/07 15:47:16:524',4,492.614075,260.110413,22.582542,385.162079,246.800964,44.512142,354.538055,301.168976,39.366886,297.709839,253.960922,45.255131,187.225082,236.411072,38.002937,0,0,1,0,0,0,0,0,0
280,'2018/04/07 15:47:16:573',4,492.443115,260.199707,22.581881,385.429382,246.715042,44.481182,355.300598,301.111084,39.319019,298.056671,254.018066,45.236935,187.388992,236.59903,38.000847,0,0,1,0,0,0,0,0,0
281,'2018/04/07 15:47:16:622',4,492.313965,260.025085,22.560459,385.649353,246.55896,44.433247,356.131958,301.026306,39.236828,298.304016,254.019608,45.199902,188.35408,237.502563,38.0476,0,0,1,0,0,0,0,0,0
282,'2018/04/07 15:47:16:686',4,492.251038,259.68457,22.534428,385.667053,246.317062,44.421574,356.447632,300.828491,39.214199,298.314392,253.829178,45.199417,188.755157,237.633636,38.090782,0,0,1,0,0,0,0,0,0
283,'2018/04/07 15:47:16:753',4,492.137024,259.724091,22.559721,385.553497,246.192612,44.422832,356.525696,300.729553,39.224915,298.216675,253.718887,45.200649,188.765091,237.483002,38.089481,0,0,1,0,0,0,0,0,0
284,'2018/04/07 15:47:16:803',4,492.010803,259.584045,22.60285,385.439636,246.049347,44.45977,356.773926,300.657898,39.247478,298.07959,253.644241,45.240337,188.722107,237.500397,38.129421,0,0,1,0,0,0,0,0,0
285,'2018/04/07 15:47:16:851',4,491.485535,259.376801,22.626505,385.209778,245.642578,44.450802,357.174164,300.483276,39.185326,297.919952,253.487473,45.231503,188.835068,237.812134,38.154221,0,0,1,0,0,0,0,0,0
286,'2018/04/07 15:47:16:900',4,490.776489,259.41687,22.627949,384.93512,244.993774,44.39579,356.761902,299.973267,39.120255,297.636047,252.819168,45.174446,191.401047,239.847717,38.289043,0,0,1,0,0,0,0,0,0
287,'2018/04/07 15:47:16:950',4,490.586914,259.233704,22.596497,384.762909,244.689941,44.363789,356.270142,299.649841,39.090645,297.257782,252.256882,45.147648,194.892303,243.490417,38.441246,0,0,1,0,0,0,0,0,0
288,'2018/04/07 15:47:17:002',4,490.47171,259.355896,22.599421,384.794891,244.696884,44.352077,356.056183,299.699402,39.100044,296.994324,251.922302,45.155552,196.467499,245.160248,38.520279,0,0,1,0,0,0,0,0,0
289,'2018/04/07 15:47:17:049',4,490.552643,259.034668,22.608706,384.67926,244.629684,44.349319,355.520081,299.75708,39.114807,296.637238,251.712387,45.143333,196.705551,245.686707,38.500572,0,0,1,0,0,0,0,0,0
290,'2018/04/07 15:47:17:100',4,490.244141,259.034241,22.593678,384.670532,244.503464,44.332714,354.913239,299.76062,39.110043,296.469086,251.546341,45.129372,196.266312,245.417236,38.481453,0,0,1,0,0,0,0,0,0
291,'2018/04/07 15:47:17:153',4,490.261475,258.529144,22.576233,384.558472,244.231018,44.352394,354.055847,299.712952,39.153824,296.047516,251.236832,45.144272,195.067429,244.891525,38.452347,0,0,1,0,0,0,0,0,0
292,'2018/04/07 15:47:17:201',4,490.266052,258.118744,22.541227,384.407013,244.055511,44.35791,353.27774,299.624603,39.169365,295.706421,251.001602,45.139248,194.259354,244.257507,38.414917,0,0,1,0,0,0,0,0,0
293,'2018/04/07 15:47:17:251',4,489.976715,258.32309,22.581594,384.175598,243.824036,44.425751,351.668243,299.567444,39.245697,295.1427,250.632965,45.187378,192.466553,242.688385,38.379185,0,0,1,0,0,0,0,0,0
294,'2018/04/07 15:47:17:304',4,489.796204,258.504333,22.614294,384.26239,243.648102,44.447594,351.07196,299.571106,39.290306,295.056183,250.532715,45.203533,191.816086,242.262329,38.364017,0,0,1,0,0,0,0,0,0
295,'2018/04/07 15:47:17:352',4,490.2453,258.257568,22.620319,384.096863,243.452057,44.499046,350.022095,299.408447,39.372822,294.813538,250.387283,45.219601,191.504547,241.558075,38.356125,0,0,1,0,0,0,0,0,0
296,'2018/04/07 15:47:17:403',4,490.260498,258.488037,22.702492,384.041443,243.284302,44.547279,349.420959,299.256592,39.464199,294.755249,250.274078,45.243816,192.032883,243.027557,38.38187,0,0,1,0,0,0,0,0,0
297,'2018/04/07 15:47:17:451',4,490.212372,258.315552,22.71895,383.787506,242.964661,44.624413,347.79007,298.832703,39.603836,294.364685,249.574509,45.321117,191.789871,242.250488,38.458092,0,0,1,0,0,0,0,0,0
298,'2018/04/07 15:47:17:504',4,490.10379,258.210449,22.765127,383.77066,242.727539,44.691376,346.621185,298.498566,39.733677,294.284882,249.162491,45.388931,190.944031,241.068604,38.503548,0,0,1,0,0,0,0,0,0
299,'2018/04/07 15:47:17:551',4,490.109528,258.197754,22.784609,383.803894,242.629364,44.712593,346.29306,298.392181,39.777252,294.34668,249.088501,45.406403,190.375229,240.526031,38.496487,0,0,1,0,0,0,0,0,0
300,'2018/04/07 15:47:17:600',4,489.941711,258.38562,22.816628,384.049835,242.611481,44.755043,345.97937,298.321899,39.836754,294.542816,249.021317,45.46088,189.632721,239.649353,38.524769,0,0,1,0,0,0,0,0,0
301,'2018/04/07 15:47:17:654',4,489.846008,258.441406,22.812042,384.362579,242.679047,44.769016,345.92218,298.333069,39.855171,294.866516,249.16333,45.486885,188.941864,238.846985,38.532036,0,0,1,0,0,0,0,0,0
302,'2018/04/07 15:47:17:702',4,489.849823,258.454895,22.791937,384.661682,242.768646,44.764198,345.995392,298.388367,39.840622,295.17157,249.305374,45.490776,188.493134,238.204865,38.51981,0,0,1,0,0,0,0,0,0
303,'2018/04/07 15:47:17:751',4,489.820404,258.456665,22.786987,385.080383,242.948242,44.749393,346.385773,298.572144,39.806709,295.565979,249.5625,45.492661,188.394928,238.041046,38.526199,0,0,1,0,0,0,0,0,0
304,'2018/04/07 15:47:17:800',4,490.110596,258.290771,22.798094,385.51593,243.123383,44.75024,347.169708,298.790344,39.779846,296.026306,249.914856,45.500061,188.903641,238.93631,38.563644,0,0,1,0,0,0,0,0,0
305,'2018/04/07 15:47:17:850',4,490.611023,258.542847,22.814781,385.794678,243.391174,44.748501,347.488434,299.052734,39.77367,296.25592,250.18483,45.485191,189.201324,239.237396,38.53112,0,0,1,0,0,0,0,0,0
306,'2018/04/07 15:47:17:900',4,490.735626,258.602905,22.794395,385.985352,243.483856,44.734303,347.625671,299.126587,39.78973,296.433777,250.373001,45.475327,189.179962,239.187561,38.525513,0,0,1,0,0,0,0,0,0
307,'2018/04/07 15:47:17:953',4,490.920441,258.784302,22.81057,386.040375,243.505341,44.74297,347.365173,299.099731,39.853245,296.592804,250.617661,45.461258,189.204437,238.992493,38.517109,0,0,1,0,0,0,0,0,0
308,'2018/04/07 15:47:18:001',4,491.002136,258.809937,22.809992,386.118011,243.541809,44.74226,347.266785,299.066742,39.878941,296.698975,250.692245,45.457817,189.135712,238.763611,38.512802,0,0,1,0,0,0,0,0,0
309,'2018/04/07 15:47:18:052',4,491.214294,258.909912,22.839481,386.169769,243.59137,44.750572,347.329651,299.098877,39.892937,296.835449,250.897278,45.446171,189.627487,239.515289,38.519764,0,0,1,0,0,0,0,0,0
310,'2018/04/07 15:47:18:103',4,491.126007,259.069519,22.834713,386.292786,243.593262,44.766731,346.911682,298.967377,39.904388,297.059967,250.997604,45.454136,190.060135,239.781921,38.580414,0,0,1,0,0,0,0,0,0
311,'2018/04/07 15:47:18:152',4,491.548248,258.861511,22.804979,386.649384,243.662079,44.786613,347.305756,298.973511,39.944,297.502319,251.170746,45.486069,191.101654,241.462463,38.662804,0,0,1,0,0,0,0,0,0
312,'2018/04/07 15:47:18:200',4,491.861206,258.68988,22.770586,386.709656,243.700287,44.797024,346.91684,298.898163,39.986214,297.895935,251.70961,45.461697,191.261932,241.690826,38.688354,0,0,1,0,0,0,0,0,0
313,'2018/04/07 15:47:18:250',4,492.001526,258.860596,22.788603,386.791718,243.808136,44.815704,346.443848,298.825562,40.036388,297.960541,251.555313,45.483459,191.329102,241.660004,38.704525,0,0,1,0,0,0,0,0,0
314,'2018/04/07 15:47:18:300',4,492.014069,259.023376,22.786118,386.888428,243.840454,44.815239,346.117126,298.810242,40.065704,298.174652,251.608749,45.480782,191.274445,241.490692,38.707108,0,0,1,0,0,0,0,0,0
315,'2018/04/07 15:47:18:349',4,491.900574,259.21051,22.785748,386.928619,243.932739,44.81086,345.781067,298.858887,40.073059,298.320496,251.770142,45.471462,191.153503,241.377747,38.707237,0,0,1,0,0,0,0,0,0
316,'2018/04/07 15:47:18:399',4,491.837372,259.344574,22.789162,386.940613,244.007324,44.812836,345.622314,298.933197,40.072987,298.365112,251.929214,45.467636,191.068954,241.387207,38.707611,0,0,1,0,0,0,0,0,0
317,'2018/04/07 15:47:18:450',4,491.593567,259.841675,22.766214,386.980988,244.205826,44.795273,345.475525,299.174683,40.102917,298.456055,252.201401,45.465225,190.839981,241.511047,38.713722,0,0,1,0,0,0,0,0,0
318,'2018/04/07 15:47:18:500',4,491.727081,259.970032,22.780722,387.015961,244.354431,44.790955,345.567657,299.335785,40.094864,298.550232,252.442413,45.44891,190.778992,241.614807,38.686569,0,0,1,0,0,0,0,0,0
319,'2018/04/07 15:47:18:550',4,491.849823,260.08728,22.794333,387.035858,244.415253,44.789009,345.60379,299.427185,40.089493,298.602112,252.553421,45.436878,190.717453,241.653748,38.659134,0,0,1,0,0,0,0,0,0
320,'2018/04/07 15:47:18:603',4,491.995361,260.208496,22.813576,387.046844,244.518097,44.790123,345.70343,299.545227,40.082428,298.716339,252.634918,45.430351,190.248184,241.373291,38.611202,0,0,1,0,0,0,0,0,0
321,'2018/04/07 15:47:18:670',4,492.136139,260.138428,22.819864,387.08136,244.842773,44.792038,346.177887,299.881958,40.048206,298.937408,253.090179,45.424683,189.455276,240.846405,38.556866,0,0,1,0,0,0,0,0,0
322,'2018/04/07 15:47:18:718',4,492.154114,260.123779,22.818058,387.118774,245.02298,44.789738,346.411957,300.021667,40.025333,299.061371,253.27417,45.426628,188.963654,240.311249,38.534389,0,0,1,0,0,0,0,0,0
323,'2018/04/07 15:47:18:767',4,492.246552,260.131897,22.831696,387.003448,245.296448,44.763493,346.841125,300.313568,39.937061,299.047943,253.731201,45.373829,188.757355,240.443268,38.459908,0,0,1,0,0,0,0,0,0
324,'2018/04/07 15:47:18:820',4,492.384094,259.907959,22.819277,386.918304,245.516541,44.748116,347.411346,300.570618,39.870422,299.121338,254.223251,45.339203,188.613937,240.603699,38.420879,0,0,1,0,0,0,0,0,0
325,'2018/04/07 15:47:18:869',4,492.435669,260.061707,22.799143,386.842896,245.654907,44.744049,347.61673,300.700409,39.842964,299.19516,254.475143,45.325592,188.404724,240.354034,38.397697,0,0,1,0,0,0,0,0,0
326,'2018/04/07 15:47:18:917',4,492.497559,260.094604,22.777145,386.672638,245.991623,44.738941,348.061768,300.966217,39.795895,299.315308,254.965515,45.311363,188.01799,239.908569,38.368645,0,0,1,0,0,0,0,0,0
327,'2018/04/07 15:47:18:966',4,492.455383,260.321838,22.772186,386.598145,246.111511,44.743237,348.482117,301.111877,39.770348,299.446167,255.254562,45.313126,187.788849,239.635406,38.363216,0,0,1,0,0,0,0,0,0
328,'2018/04/07 15:47:19:019',4,492.631561,260.097198,22.751055,386.500244,246.12677,44.762291,348.986267,301.182434,39.756557,299.564453,255.449081,45.327549,187.396622,239.088562,38.348186,0,0,1,0,0,0,0,0,0
329,'2018/04/07 15:47:19:067',4,492.743103,259.70816,22.723862,386.377991,245.959488,44.757664,349.6604,301.184692,39.706314,299.717621,255.556793,45.319313,187.025146,238.5336,38.313156,0,0,1,0,0,0,0,0,0
330,'2018/04/07 15:47:19:118',4,492.613953,259.789246,22.730068,386.141296,245.840347,44.750668,350.065674,301.212891,39.676674,299.799561,255.592239,45.309498,186.902542,238.355988,38.291233,0,0,1,0,0,0,0,0,0
331,'2018/04/07 15:47:19:167',4,492.631042,259.807495,22.733189,385.883179,245.813095,44.743752,350.516022,301.262817,39.643097,299.919434,255.761826,45.290749,186.851715,238.145233,38.262249,0,0,1,0,0,0,0,0,0
332,'2018/04/07 15:47:19:217',4,492.41217,260.098328,22.754557,385.675537,245.927902,44.723957,351.039825,301.392944,39.582233,300.095215,255.990692,45.263573,186.935547,238.317017,38.24342,0,0,1,0,0,0,0,0,0
333,'2018/04/07 15:47:19:268',4,492.393799,260.091919,22.738167,385.5578,245.99176,44.714836,351.298706,301.47406,39.549721,300.219757,256.107361,45.254532,186.964508,238.170227,38.238213,0,0,1,0,0,0,0,0,0
334,'2018/04/07 15:47:19:316',4,492.647278,260.021301,22.688618,385.669708,246.396866,44.672817,352.462067,301.978943,39.4561,300.728973,256.732117,45.215107,187.154526,238.691345,38.20153,0,0,1,0,0,0,0,0,0
335,'2018/04/07 15:47:19:367',4,492.79834,259.946991,22.691574,385.61911,246.534378,44.66811,353.177216,302.172363,39.417847,300.992706,257.019653,45.203854,187.291428,239.058624,38.189545,0,0,1,0,0,0,0,0,0
336,'2018/04/07 15:47:19:417',4,492.819214,259.931335,22.696218,385.463257,246.696503,44.68161,353.549805,302.38147,39.384167,301.06131,257.273621,45.209293,187.272766,239.240326,38.193489,0,0,1,0,0,0,0,0,0
337,'2018/04/07 15:47:19:466',4,492.763672,259.979858,22.69474,385.177887,246.63353,44.69437,353.6698,302.495483,39.361752,300.945068,257.272461,45.218323,187.093185,238.953522,38.175869,0,0,1,0,0,0,0,0,0
338,'2018/04/07 15:47:19:520',4,492.668549,259.997253,22.692654,384.910248,246.56308,44.699642,353.820892,302.59137,39.335503,300.805634,257.210693,45.228119,186.953552,238.577515,38.155384,0,0,1,0,0,0,0,0,0
339,'2018/04/07 15:47:19:569',4,492.302917,260.243317,22.713957,384.67981,246.602005,44.697933,353.985229,302.703186,39.301498,300.729462,257.248779,45.228691,186.89241,238.342957,38.14064,0,0,1,0,0,0,0,0,0
340,'2018/04/07 15:47:19:617',4,492.27948,260.200439,22.702253,384.439148,246.649033,44.700314,354.156616,302.825684,39.266418,300.727539,257.408417,45.222866,186.833054,238.117279,38.126511,0,0,1,0,0,0,0,0,0
341,'2018/04/07 15:47:19:669',4,492.163239,260.213379,22.676718,384.216309,246.830307,44.682354,354.57016,303.064758,39.202869,300.796753,257.845276,45.191357,186.738007,238.221893,38.100945,0,0,1,0,0,0,0,0,0
342,'2018/04/07 15:47:19:718',4,491.98941,260.311646,22.67864,384.057312,246.898956,44.672329,354.73761,303.160461,39.167885,300.774017,258.064331,45.171135,186.63266,238.116455,38.078278,0,0,1,0,0,0,0,0,0
343,'2018/04/07 15:47:19:767',4,491.901154,260.307495,22.673565,383.907745,246.990265,44.65416,355.019043,303.268219,39.121586,300.770599,258.33783,45.140259,186.40506,237.685272,38.02417,0,0,1,0,0,0,0,0,0
344,'2018/04/07 15:47:19:820',4,491.851501,260.169342,22.660276,383.746033,246.963226,44.637226,355.385437,303.31781,39.077595,300.798462,258.546112,45.112198,186.356537,237.74176,37.99852,0,0,1,0,0,0,0,0,0
345,'2018/04/07 15:47:19:868',4,491.51123,260.224335,22.664196,383.516113,246.826111,44.621235,355.714905,303.351563,39.0186,300.84845,258.692383,45.082676,186.346222,237.894867,37.980236,0,0,1,0,0,0,0,0,0
346,'2018/04/07 15:47:19:918',4,491.382477,260.095459,22.652514,383.324463,246.694946,44.608913,356.100342,303.368958,38.958584,300.876831,258.866089,45.05471,186.313446,238.04068,37.96389,0,0,1,0,0,0,0,0,0
347,'2018/04/07 15:47:19:966',4,491.018066,260.491516,22.681049,383.139801,246.492599,44.601608,356.327087,303.440399,38.9202,300.863159,259.011963,45.032028,186.375763,238.170166,37.950733,0,0,1,0,0,0,0,0,0
348,'2018/04/07 15:47:20:017',4,490.988708,260.243958,22.665798,383.20993,246.465363,44.595367,356.946014,303.475708,38.868309,300.977142,259.268555,45.019077,186.406616,238.274567,37.958008,0,0,1,0,0,0,0,0,0
349,'2018/04/07 15:47:20:067',4,490.88382,260.354797,22.675442,383.286743,246.454269,44.595448,357.304413,303.524658,38.845329,300.990143,259.486633,45.008072,186.410645,237.983307,37.940086,0,0,1,0,0,0,0,0,0
350,'2018/04/07 15:47:20:133',4,490.838013,260.479187,22.689577,383.359772,246.411591,44.594315,357.674469,303.565826,38.826229,301.011749,259.684692,44.995937,186.470978,237.777374,37.923996,0,0,1,0,0,0,0,0,0
351,'2018/04/07 15:47:20:183',4,490.664734,260.7211,22.719494,383.561554,246.397888,44.587574,358.16214,303.597565,38.810783,301.149902,259.852112,44.986996,186.656662,237.864227,37.924706,0,0,1,0,0,0,0,0,0
352,'2018/04/07 15:47:20:252',4,490.748779,260.660248,22.703928,383.693237,246.384354,44.59182,358.526154,303.653564,38.798763,301.145508,260.013428,44.991676,186.711975,237.779144,37.932205,0,0,1,0,0,0,0,0,0
353,'2018/04/07 15:47:20:302',4,490.699799,260.578033,22.671911,383.848114,246.398651,44.606659,358.867371,303.814331,38.783508,301.325348,260.270813,45.012611,186.690277,237.732941,37.96991,0,0,1,0,0,0,0,0,0
354,'2018/04/07 15:47:20:351',4,490.440735,260.558167,22.657118,383.921326,245.994064,44.63892,359.151855,304.007233,38.752663,301.377075,260.468994,45.046551,186.689453,237.851288,38.035934,0,0,1,0,0,0,0,0,0
355,'2018/04/07 15:47:20:399',4,490.390076,260.346832,22.646355,384.002563,245.546967,44.652466,359.541443,304.040039,38.729488,301.422363,260.500366,45.061218,186.745361,237.894592,38.058407,0,0,1,0,0,0,0,0,0
356,'2018/04/07 15:47:20:449',4,490.382446,260.291687,22.664972,384.263489,245.372177,44.656101,359.947906,303.993469,38.74992,301.498352,260.362671,45.086773,186.837296,237.773102,38.065918,0,0,1,0,0,0,0,0,0
357,'2018/04/07 15:47:20:500',4,490.576385,260.123901,22.681126,384.753937,245.24057,44.647888,360.643494,303.909485,38.776203,301.936462,260.270447,45.101055,187.158066,237.784485,38.071312,0,0,1,0,0,0,0,0,0
358,'2018/04/07 15:47:20:554',4,490.626099,260.030518,22.686651,385.273712,245.210999,44.658932,361.196381,303.886169,38.816715,302.368591,260.222473,45.145901,187.370819,237.717499,38.120152,0,0,1,0,0,0,0,0,0
359,'2018/04/07 15:47:20:603',4,490.601624,259.898865,22.691111,385.585144,245.064713,44.676773,361.606812,303.803955,38.866318,302.651062,260.155273,45.189976,187.444,237.713226,38.171753,0,0,1,0,0,0,0,0,0
360,'2018/04/07 15:47:20:652',4,490.644318,259.715027,22.694687,385.834442,245.001221,44.68557,361.939728,303.73053,38.876434,302.801575,260.105682,45.213898,187.431717,237.65271,38.19416,0,0,1,0,0,0,0,0,0
361,'2018/04/07 15:47:20:701',4,490.671814,259.348755,22.706879,386.070984,244.892242,44.715099,362.312103,303.608582,38.883804,302.881714,260.000061,45.258873,187.466736,237.605133,38.248318,0,0,1,0,0,0,0,0,0
362,'2018/04/07 15:47:20:751',4,490.464508,258.28302,22.774687,386.246063,244.207565,44.830597,362.954834,303.011383,38.996368,303.113464,259.555908,45.404877,187.355499,237.38382,38.430782,0,0,1,0,0,0,0,0,0
363,'2018/04/07 15:47:20:803',4,490.141418,257.821838,22.814426,386.302216,244.026306,44.904144,362.905579,302.758606,39.019318,303.095398,259.395905,45.485069,187.196686,237.021484,38.54604,0,0,1,0,0,0,0,0,0
364,'2018/04/07 15:47:27:658',5,489.324402,262.72345,22.599363,411.608002,239.134888,44.044991,351.492493,239.38443,47.607838,330.982574,302.718384,34.941261,187.253662,236.556824,37.692902,0,0,0,1,0,0,0,0,0
365,'2018/04/07 15:47:27:722',5,490.190674,262.750702,22.579062,412.120544,238.836548,43.996304,352.118073,239.040802,47.547504,331.695251,302.777344,34.896656,187.862854,236.445099,37.605278,0,0,0,1,0,0,0,0,0
366,'2018/04/07 15:47:27:786',5,490.529114,262.619873,22.58902,412.185547,238.650635,43.985928,352.412445,238.954346,47.524315,331.902802,302.817383,34.861408,188.009293,236.33432,37.564728,0,0,0,1,0,0,0,0,0
367,'2018/04/07 15:47:27:838',5,490.69635,262.38385,22.579912,412.346954,238.521057,43.981518,352.753571,239.024872,47.519188,332.338531,302.826477,34.822746,188.201309,236.446167,37.577324,0,0,0,1,0,0,0,0,0
368,'2018/04/07 15:47:27:887',5,490.967224,262.325012,22.596991,412.357605,238.425354,43.985416,352.893829,239.032471,47.512623,332.629547,302.833649,34.826221,188.298416,236.48877,37.556683,0,0,0,1,0,0,0,0,0
369,'2018/04/07 15:47:27:934',5,490.788422,262.222595,22.546255,412.321014,238.463806,43.942616,353.060852,239.046234,47.472065,332.55011,302.733215,34.768764,188.3004,236.330597,37.538773,0,0,0,1,0,0,0,0,0
