@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
503,'2018/04/07 15:47:41:572',6,488.179871,261.097931,22.853354,406.311188,239.288635,44.235756,352.272003,237.541565,47.49469,301.7341,245.814056,45.379768,286.726227,290.668793,27.420362,0,0,0,0,1,0,0,0,0
504,'2018/04/07 15:47:41:619',6,488.489899,261.066803,22.858629,406.491364,239.782867,44.272984,352.495789,238.030243,47.537395,301.58255,247.073441,45.418476,287.960876,291.557922,27.243813,0,0,0,0,1,0,0,0,0
505,'2018/04/07 15:47:41:670',6,488.855591,260.907715,22.877254,406.574127,239.873291,44.310017,352.686676,238.123566,47.570343,301.297913,247.894196,45.451069,289.304932,292.267639,27.094496,0,0,0,0,1,0,0,0,0
506,'2018/04/07 15:47:41:722',6,488.895264,261.050842,22.901731,406.592346,239.953491,44.343288,352.86499,238.223389,47.601048,301.077271,248.388977,45.483948,290.046326,292.707336,26.997381,0,0,0,0,1,0,0,0,0
507,'2018/04/07 15:47:41:769',6,488.87912,261.134705,22.91106,406.524902,239.849976,44.362656,352.88092,238.031464,47.616821,300.699738,248.212723,45.507641,290.476196,292.897461,26.944164,0,0,0,0,1,0,0,0,0
508,'2018/04/07 15:47:41:820',6,489.042938,261.176514,22.909039,406.68161,239.737091,44.378258,353.159424,237.937775,47.634613,300.573181,247.622253,45.546638,291.151062,293.170776,26.928757,0,0,0,0,1,0,0,0,0
509,'2018/04/07 15:47:41:870',6,489.616394,260.82605,22.902742,407.077209,239.720612,44.393059,353.664368,238.078156,47.653603,300.992371,247.345352,45.57679,292.360107,293.5401,26.916931,0,0,0,0,1,0,0,0,0
510,'2018/04/07 15:47:41:924',6,489.72168,260.780792,22.882137,407.131012,239.58313,44.384197,353.974976,238.075623,47.64603,301.325256,246.90184,45.582947,292.89917,293.795319,26.923687,0,0,0,0,1,0,0,0,0
511,'2018/04/07 15:47:41:972',6,489.763885,260.733765,22.878296,407.077576,239.516754,44.383461,354.075378,238.089386,47.642548,301.504791,246.685211,45.582508,293.029236,293.951111,26.980658,0,0,0,0,1,0,0,0,0
512,'2018/04/07 15:47:42:019',6,489.705933,260.936371,22.893234,406.917542,239.385712,44.36375,354.164276,237.99295,47.610062,301.747986,246.449417,45.549854,293.007355,294.247803,27.13063,0,0,0,0,1,0,0,0,0
513,'2018/04/07 15:47:42:070',6,489.720703,260.725647,22.878996,406.353302,239.483215,44.377907,354.236023,237.978241,47.612408,301.96637,246.175171,45.554031,292.912109,294.256104,27.213516,0,0,0,0,1,0,0,0,0
514,'2018/04/07 15:47:42:120',6,489.603882,260.738556,22.877682,405.674561,239.797638,44.397118,354.371979,237.967316,47.618946,302.224243,245.764221,45.565548,292.655151,294.066101,27.269293,0,0,0,0,1,0,0,0,0
515,'2018/04/07 15:47:42:191',6,489.53363,260.869507,22.869116,405.006012,239.670654,44.40324,354.608246,237.858185,47.606426,302.922058,244.891846,45.558765,292.017578,293.455872,27.373016,0,0,0,0,1,0,0,0,0
516,'2018/04/07 15:47:42:240',6,489.129425,261.184509,22.865019,404.698639,239.422089,44.439495,355.014954,237.81543,47.644432,303.864349,244.27063,45.611,290.904144,292.657898,27.563448,0,0,0,0,1,0,0,0,0
517,'2018/04/07 15:47:42:304',6,489.044403,261.350403,22.854546,403.706696,239.872375,44.450798,354.879852,238.379272,47.642456,304.524902,244.196564,45.612877,290.388641,292.26947,27.749247,0,0,0,0,1,0,0,0,0
518,'2018/04/07 15:47:42:353',6,489.029999,261.407166,22.846889,403.388184,239.906189,44.436913,354.766663,238.528534,47.62212,304.787872,244.233765,45.589493,290.166443,292.02771,27.856396,0,0,0,0,1,0,0,0,0
519,'2018/04/07 15:47:42:407',6,489.011871,261.385315,22.854107,402.937256,239.807983,44.426361,354.553894,239.004303,47.600502,304.97998,244.161697,45.568031,289.897217,291.741638,28.002983,0,0,0,0,1,0,0,0,0
520,'2018/04/07 15:47:42:456',6,489.030487,261.269623,22.852928,402.737854,239.782898,44.424957,354.549347,238.866241,47.596313,305.067383,243.917969,45.566986,289.828888,291.564331,28.056669,0,0,0,0,1,0,0,0,0
521,'2018/04/07 15:47:42:504',6,489.00647,261.154846,22.856951,402.576813,239.697571,44.419411,354.501831,238.783112,47.591328,305.19873,243.628479,45.564972,289.720764,291.290009,28.135084,0,0,0,0,1,0,0,0,0
522,'2018/04/07 15:47:42:553',6,488.863312,261.220947,22.847134,402.357605,239.983856,44.40028,354.479248,238.62149,47.573299,305.223053,243.470886,45.549965,289.440369,291.04248,28.163952,0,0,0,0,1,0,0,0,0
523,'2018/04/07 15:47:42:602',6,488.788513,261.142578,22.839039,402.234344,240.080505,44.384136,354.436401,238.639771,47.558533,305.221924,243.363678,45.537392,289.179962,290.792236,28.207769,0,0,0,0,1,0,0,0,0
524,'2018/04/07 15:47:42:655',6,488.84848,261.03656,22.842491,402.147369,240.013519,44.37738,354.383911,238.777985,47.548363,305.107849,243.496368,45.526466,289.105621,290.707825,28.225109,0,0,0,0,1,0,0,0,0
525,'2018/04/07 15:47:42:703',6,488.447479,261.180481,22.842428,401.919647,240.018036,44.327469,354.210754,238.776581,47.495277,304.830475,243.308533,45.473831,288.794281,290.504303,28.165073,0,0,0,0,1,0,0,0,0
526,'2018/04/07 15:47:42:753',6,488.133423,261.283813,22.841007,401.650879,239.930786,44.309814,354.006409,238.649597,47.474495,304.549103,243.256287,45.454563,288.501434,290.397095,28.134951,0,0,0,0,1,0,0,0,0
527,'2018/04/07 15:47:42:803',6,487.848846,261.288513,22.848022,401.290833,239.9422,44.306252,353.713531,238.598969,47.467453,304.117706,243.520599,45.443497,288.376831,290.317841,28.00753,0,0,0,0,1,0,0,0,0
528,'2018/04/07 15:47:42:853',6,487.3367,261.414703,22.8531,400.567261,239.885986,44.307026,353.222473,238.55072,47.456799,303.454712,243.593414,45.426815,287.990295,290.251617,27.892447,0,0,0,0,1,0,0,0,0
529,'2018/04/07 15:47:42:903',6,486.923401,261.35968,22.859774,399.768463,239.787292,44.31002,352.731934,238.457916,47.446087,302.819916,243.675079,45.40535,287.867645,290.288452,27.74822,0,0,0,0,1,0,0,0,0
530,'2018/04/07 15:47:42:953',6,486.525726,261.4021,22.901218,398.988495,239.537292,44.338928,352.276337,238.213867,47.457813,301.99884,243.684509,45.406693,287.682526,290.27832,27.620295,0,0,0,0,1,0,0,0,0
531,'2018/04/07 15:47:43:007',6,486.398071,261.311981,22.928438,398.323181,239.162415,44.353973,351.995422,237.914917,47.451405,301.114929,243.684418,45.392315,287.605896,290.263672,27.526529,0,0,0,0,1,0,0,0,0
532,'2018/04/07 15:47:43:055',6,486.183411,261.156708,22.935804,397.603302,238.971497,44.343632,351.636444,237.562378,47.420963,300.188599,243.687195,45.351353,287.402252,290.19931,27.428453,0,0,0,0,1,0,0,0,0
533,'2018/04/07 15:47:43:106',6,485.780579,260.905457,22.933561,396.983215,238.909729,44.349781,351.304138,237.322784,47.417282,299.380737,243.813385,45.342163,287.05188,290.075623,27.355854,0,0,0,0,1,0,0,0,0
534,'2018/04/07 15:47:43:157',6,485.612701,260.724731,22.941309,396.583801,238.517456,44.347668,351.111755,236.995422,47.404793,298.610382,243.543457,45.331352,286.926697,290.02356,27.327082,0,0,0,0,1,0,0,0,0
535,'2018/04/07 15:47:43:205',6,485.327087,260.507813,22.977179,396.185303,237.924988,44.371964,350.712708,236.755768,47.420017,297.97467,243.065063,45.3433,286.283356,289.675507,27.366201,0,0,0,0,1,0,0,0,0
536,'2018/04/07 15:47:43:253',6,485.232147,260.443237,23.001501,395.994537,237.795105,44.385567,350.549805,236.617035,47.427322,297.670959,242.818268,45.347572,285.87854,289.473785,27.398006,0,0,0,0,1,0,0,0,0
537,'2018/04/07 15:47:43:307',6,485.105774,260.406128,23.031559,395.877563,237.54718,44.399494,350.408905,236.421478,47.43565,297.331573,242.46109,45.354115,285.324829,289.231445,27.444441,0,0,0,0,1,0,0,0,0
538,'2018/04/07 15:47:43:357',6,485.093201,260.288269,23.03651,395.768494,237.311371,44.403759,350.380432,236.284088,47.43504,297.075287,242.148865,45.35601,284.84433,289.029633,27.465878,0,0,0,0,1,0,0,0,0
539,'2018/04/07 15:47:43:406',6,484.869263,260.300415,23.037376,395.589172,237.131683,44.379364,350.198242,236.044922,47.404102,296.751617,241.840668,45.319927,284.247559,288.696655,27.43976,0,0,0,0,1,0,0,0,0
540,'2018/04/07 15:47:43:455',6,484.87439,260.317078,23.061232,395.4505,237.016632,44.376644,350.162903,235.901978,47.3894,296.526428,241.637054,45.298122,283.885925,288.473236,27.436018,0,0,0,0,1,0,0,0,0
541,'2018/04/07 15:47:43:504',6,484.92981,260.065643,23.083242,395.714325,236.993134,44.394829,350.312744,235.824127,47.407551,296.456665,241.527039,45.311829,283.731903,288.115784,27.433325,0,0,0,0,1,0,0,0,0
542,'2018/04/07 15:47:43:558',6,484.752899,260.052368,23.093843,396.04248,236.676453,44.415443,350.376953,235.747925,47.436653,296.217346,241.530914,45.343136,283.426056,287.852234,27.45944,0,0,0,0,1,0,0,0,0
543,'2018/04/07 15:47:43:606',6,484.690399,260.077667,23.113865,396.369385,236.667969,44.399982,350.249237,235.735748,47.424397,295.802917,241.458435,45.327343,283.256348,287.822266,27.460415,0,0,0,0,1,0,0,0,0
544,'2018/04/07 15:47:43:656',6,484.578156,260.284393,23.166004,396.345337,236.602966,44.39547,350.138153,235.909698,47.406704,295.075134,241.464294,45.304337,283.03479,287.850647,27.459831,0,0,0,0,1,0,0,0,0
545,'2018/04/07 15:47:43:704',6,484.369781,260.357117,23.199398,396.250305,236.625946,44.416672,349.884735,236.078979,47.427673,294.562561,241.803528,45.321293,282.794891,287.957916,27.472731,0,0,0,0,1,0,0,0,0
546,'2018/04/07 15:47:43:773',6,484.338287,260.222778,23.211056,396.292694,236.727814,44.439217,349.671265,236.330444,47.454365,293.911011,242.249908,45.346504,282.589661,288.060455,27.443863,0,0,0,0,1,0,0,0,0
547,'2018/04/07 15:47:43:840',6,484.400269,260.173706,23.242622,396.366272,236.777832,44.44249,349.523132,236.483612,47.451523,293.053375,242.66156,45.333099,282.66922,288.162537,27.350315,0,0,0,0,1,0,0,0,0
548,'2018/04/07 15:47:43:888',6,484.418884,260.162598,23.258972,396.449341,236.812256,44.439407,349.330261,236.572723,47.444687,292.279175,242.907135,45.316505,282.931458,288.237976,27.222498,0,0,0,0,1,0,0,0,0
549,'2018/04/07 15:47:43:941',6,484.343079,260.296814,23.279058,396.51236,236.837921,44.436638,349.297974,236.659027,47.437538,291.62323,243.185974,45.30476,283.242615,288.382935,27.097469,0,0,0,0,1,0,0,0,0
550,'2018/04/07 15:47:43:991',6,484.50351,260.223328,23.281353,396.556274,236.893799,44.433445,349.279266,236.823883,47.430393,291.109039,243.453583,45.292431,283.616333,288.53241,26.995169,0,0,0,0,1,0,0,0,0
551,'2018/04/07 15:47:44:038',6,484.687683,259.936096,23.277342,396.60379,236.918396,44.450424,349.281769,236.991302,47.447559,290.721283,243.743439,45.307449,284.09375,288.674133,26.959484,0,0,0,0,1,0,0,0,0
552,'2018/04/07 15:47:44:087',6,484.786957,259.894897,23.270603,396.582886,236.970215,44.475513,349.272552,237.169922,47.47377,290.448975,244.045288,45.334019,284.565552,288.893066,26.939518,0,0,0,0,1,0,0,0,0
553,'2018/04/07 15:47:44:136',6,484.924103,259.994049,23.306978,396.598663,237.061188,44.51152,349.258728,237.378571,47.508488,290.15329,244.54599,45.36517,285.410278,289.350769,26.926138,0,0,0,0,1,0,0,0,0
554,'2018/04/07 15:47:44:186',6,485.078979,260.149719,23.3279,396.703461,237.256042,44.52702,349.286682,237.643036,47.526024,290.026306,244.975723,45.382446,286.012482,289.790436,26.925697,0,0,0,0,1,0,0,0,0
555,'2018/04/07 15:47:44:237',6,485.326538,260.246155,23.35087,396.789398,237.816193,44.538132,349.338501,237.915314,47.535267,289.894257,245.424301,45.38496,286.449036,290.15741,26.922724,0,0,0,0,1,0,0,0,0
556,'2018/04/07 15:47:44:288',6,485.495544,260.338837,23.328621,396.546661,238.957245,44.520905,349.32251,238.125885,47.519253,289.86203,245.792267,45.357925,286.692261,290.358398,26.844206,0,0,0,0,1,0,0,0,0
557,'2018/04/07 15:47:44:336',6,485.649536,260.502808,23.317879,396.654266,239.394165,44.531555,349.603302,238.361633,47.530628,290.217804,246.419662,45.358124,287.117859,290.572815,26.723412,0,0,0,0,1,0,0,0,0
558,'2018/04/07 15:47:44:388',6,485.852051,260.548096,23.272646,396.827759,239.810394,44.52039,349.884705,238.447876,47.524467,290.591003,247.064682,45.341488,287.891968,290.811157,26.484388,0,0,0,0,1,0,0,0,0
559,'2018/04/07 15:47:44:438',6,486.06308,260.640564,23.222378,397.325775,240.212036,44.509598,350.342102,238.795532,47.52845,291.143402,247.646027,45.351082,289.088593,291.198975,26.190693,0,0,0,0,1,0,0,0,0
560,'2018/04/07 15:47:44:491',6,486.184937,260.6539,23.1866,397.67276,240.352509,44.496845,350.490417,239.001007,47.526752,291.468689,248.226105,45.345291,290.344299,291.52124,25.874771,0,0,0,0,1,0,0,0,0
561,'2018/04/07 15:47:44:540',6,486.134857,260.735168,23.177698,397.936523,239.989105,44.491848,350.421417,238.926819,47.528881,291.571442,248.522217,45.342709,291.080017,291.702209,25.700151,0,0,0,0,1,0,0,0,0
562,'2018/04/07 15:47:44:590',6,485.779694,260.961304,23.186455,398.326996,239.723114,44.486454,350.159882,238.696747,47.539585,291.664551,248.889603,45.347298,292.088715,291.888641,25.449116,0,0,0,0,1,0,0,0,0
563,'2018/04/07 15:47:44:639',6,485.756104,261.011383,23.191088,398.790741,239.778168,44.488106,350.112488,238.652283,47.5578,292.0672,249.568069,45.356426,293.249084,292.219513,25.291328,0,0,0,0,1,0,0,0,0
564,'2018/04/07 15:47:44:689',6,486.087463,260.91748,23.167377,399.338684,239.624847,44.491623,350.557068,239.048035,47.572208,292.789429,250.563232,45.365097,295.009399,292.799377,25.14913,0,0,0,0,1,0,0,0,0
565,'2018/04/07 15:47:44:739',6,486.651672,260.740051,23.093876,399.897888,239.796661,44.474236,351.005585,239.460083,47.566956,293.372253,251.376495,45.356987,296.300751,293.311279,25.053181,0,0,0,0,1,0,0,0,0
566,'2018/04/07 15:47:44:791',6,486.662445,260.806885,23.047441,400.282349,240.025482,44.45401,351.007965,239.33847,47.565506,293.681885,251.843552,45.356449,296.941345,293.649475,25.000164,0,0,0,0,1,0,0,0,0
567,'2018/04/07 15:47:44:839',6,486.504639,260.967316,23.041851,400.421875,240.074982,44.447472,350.977539,239.27887,47.569023,293.71582,251.955017,45.362251,297.326721,293.862549,24.96933,0,0,0,0,1,0,0,0,0
568,'2018/04/07 15:47:44:889',6,486.368622,261.181793,23.046711,400.616882,240.13327,44.45113,351.123779,239.420959,47.582317,293.998138,252.104568,45.381657,297.680603,294.115509,24.956709,0,0,0,0,1,0,0,0,0
569,'2018/04/07 15:47:44:937',6,486.284149,261.278992,23.043962,400.646759,240.200378,44.4543,351.160645,239.488556,47.589958,294.275452,251.900085,45.396278,297.738403,294.200745,24.953852,0,0,0,0,1,0,0,0,0
570,'2018/04/07 15:47:44:987',6,486.117523,261.461945,23.044161,400.580444,240.305389,44.462063,351.085907,239.438965,47.60627,295.063873,251.629288,45.420433,297.781219,294.287842,24.955856,0,0,0,0,1,0,0,0,0
571,'2018/04/07 15:47:45:038',6,486.249939,261.626465,23.050625,401.114288,240.458588,44.524525,351.794037,239.472382,47.694229,296.421326,251.468353,45.535286,297.562286,294.429718,25.181726,0,0,0,0,1,0,0,0,0
572,'2018/04/07 15:47:45:090',6,486.262268,261.938354,23.06356,401.459412,240.452118,44.569054,352.175629,239.387421,47.759132,297.548706,251.18338,45.624844,296.727966,294.670074,25.596041,0,0,0,0,1,0,0,0,0
573,'2018/04/07 15:47:45:139',6,486.536926,261.823853,23.047846,401.486572,240.507935,44.581108,352.20694,239.411865,47.777771,298.149536,251.019394,45.651546,295.858856,294.826233,25.95734,0,0,0,0,1,0,0,0,0
574,'2018/04/07 15:47:45:206',6,486.746429,261.742126,23.034712,401.575531,240.549286,44.588272,352.208374,239.400635,47.791122,298.875946,250.884155,45.667225,294.965515,294.822144,26.263464,0,0,0,0,1,0,0,0,0
575,'2018/04/07 15:47:45:255',6,486.735992,261.809387,23.034018,401.56369,240.535828,44.589653,352.111877,239.385223,47.797195,299.255157,250.76918,45.675877,294.333191,294.847565,26.47637,0,0,0,0,1,0,0,0,0
576,'2018/04/07 15:47:45:322',6,486.543701,261.976196,23.039795,401.560394,240.549591,44.572571,351.954773,239.239899,47.791271,299.651459,250.427216,45.68541,293.125305,294.892456,26.779497,0,0,0,0,1,0,0,0,0
577,'2018/04/07 15:47:45:372',6,486.517944,261.962097,23.034214,401.536163,240.6185,44.579792,351.845367,239.270599,47.80365,299.879211,250.367203,45.698452,292.908691,294.879028,26.845572,0,0,0,0,1,0,0,0,0
578,'2018/04/07 15:47:45:423',6,486.428497,261.994629,23.04089,401.376862,240.557159,44.591564,351.76767,239.275238,47.814621,300.078094,250.271072,45.711002,292.594757,294.90271,26.958065,0,0,0,0,1,0,0,0,0
579,'2018/04/07 15:47:45:474',6,486.410309,261.942627,23.027611,401.128845,240.350983,44.595875,351.506012,239.112854,47.819538,300.3479,249.992188,45.71582,292.299988,294.869873,27.056591,0,0,0,0,1,0,0,0,0
580,'2018/04/07 15:47:45:523',6,486.218719,262.007935,23.033089,401.027863,240.223633,44.591114,351.438507,239.016724,47.816925,300.664856,249.591675,45.718582,291.885834,294.85791,27.190598,0,0,0,0,1,0,0,0,0
581,'2018/04/07 15:47:45:573',6,486.248779,261.803589,22.999277,401.16391,240.238586,44.567078,351.577484,239.072998,47.79961,301.049866,249.272614,45.708836,291.616852,294.879791,27.331335,0,0,0,0,1,0,0,0,0
582,'2018/04/07 15:47:45:623',6,486.171967,261.772247,22.995399,401.270538,240.187561,44.552467,351.683838,239.074371,47.78796,301.296814,249.130722,45.699688,291.403748,294.852783,27.432554,0,0,0,0,1,0,0,0,0
583,'2018/04/07 15:47:45:672',6,486.143616,261.672607,22.982737,401.306366,240.242096,44.535843,351.75766,238.983093,47.776215,301.446259,248.90152,45.69236,291.052734,294.825195,27.56509,0,0,0,0,1,0,0,0,0
584,'2018/04/07 15:47:45:721',6,486.164734,261.474182,22.969717,401.279388,240.01886,44.532238,351.828979,238.840485,47.772659,301.595551,248.501633,45.697182,290.684875,294.749725,27.71224,0,0,0,0,1,0,0,0,0
585,'2018/04/07 15:47:45:770',6,486.182617,261.412842,22.96946,401.246918,239.916901,44.531494,351.787537,238.758118,47.770718,301.621033,248.349106,45.697548,290.38504,294.744873,27.821503,0,0,0,0,1,0,0,0,0
586,'2018/04/07 15:47:45:824',6,486.201691,261.384155,22.983435,401.178101,239.717804,44.527863,351.603424,238.550964,47.763378,301.689972,248.031937,45.691555,290.187805,294.732605,27.914865,0,0,0,0,1,0,0,0,0
587,'2018/04/07 15:47:45:873',6,486.19632,261.336975,22.984198,401.156036,239.622864,44.520206,351.557343,238.445221,47.754864,301.732452,247.896439,45.683342,290.145721,294.716675,27.946274,0,0,0,0,1,0,0,0,0
588,'2018/04/07 15:47:45:921',6,486.22934,261.211609,22.981804,401.140015,239.473236,44.511662,351.495087,238.324615,47.746082,301.812012,247.716629,45.675285,290.060913,294.701843,27.997679,0,0,0,0,1,0,0,0,0
589,'2018/04/07 15:47:45:970',6,486.298553,261.256226,23.003378,401.084503,239.262299,44.503853,351.386719,238.190491,47.730625,301.794189,247.433685,45.659714,289.88089,294.650208,28.057625,0,0,0,0,1,0,0,0,0
590,'2018/04/07 15:47:46:021',6,486.208038,261.291321,23.014372,401.091156,239.03363,44.495361,351.333405,238.024597,47.719933,301.832886,247.047333,45.650982,289.540161,294.40451,28.098,0,0,0,0,1,0,0,0,0
591,'2018/04/07 15:47:46:071',6,486.221405,261.126953,23.004505,401.098083,238.808105,44.479797,351.287689,237.871552,47.702652,301.911499,246.76358,45.63319,289.259674,294.167664,28.109465,0,0,0,0,1,0,0,0,0
592,'2018/04/07 15:47:46:121',6,485.974854,261.193146,23.009066,401.030975,238.820496,44.448025,351.08609,238.005768,47.666492,301.786041,246.5905,45.5938,288.749207,293.930603,28.092377,0,0,0,0,1,0,0,0,0
593,'2018/04/07 15:47:46:172',6,485.442719,261.292969,22.998425,400.741089,238.719788,44.433693,350.721588,238.021973,47.651817,301.638336,246.537384,45.572395,287.748779,293.48407,28.067482,0,0,0,0,1,0,0,0,0
594,'2018/04/07 15:47:46:224',6,484.934875,261.507996,23.019657,400.319122,238.597107,44.425972,350.279266,237.951538,47.635357,301.158752,246.236557,45.551113,286.969177,293.117828,28.004778,0,0,0,0,1,0,0,0,0
595,'2018/04/07 15:47:46:274',6,484.773407,261.329163,23.044052,399.995941,238.246002,44.427872,349.871979,237.571442,47.630417,300.784912,245.837509,45.543537,286.469696,292.806854,27.999144,0,0,0,0,1,0,0,0,0
596,'2018/04/07 15:47:46:323',6,484.209808,261.167419,23.05842,399.559753,237.843781,44.430401,349.313629,237.19519,47.629215,300.18219,245.38121,45.538078,285.665833,292.299072,27.976536,0,0,0,0,1,0,0,0,0
597,'2018/04/07 15:47:46:371',6,483.996155,260.765228,23.039642,399.202179,237.473419,44.400745,348.843781,236.923492,47.598557,299.768341,245.180634,45.506756,285.598145,292.188782,27.940718,0,0,0,0,1,0,0,0,0
598,'2018/04/07 15:47:46:421',6,483.584686,260.596558,23.022816,398.893982,237.349457,44.385559,348.483429,236.832184,47.586971,299.414215,245.049957,45.496738,285.235077,292.027588,27.918802,0,0,0,0,1,0,0,0,0
599,'2018/04/07 15:47:46:471',6,483.325409,260.462463,23.028904,398.626587,237.290161,44.40453,348.170654,236.862305,47.607235,299.12207,245.035675,45.51268,284.870728,291.842102,27.906694,0,0,0,0,1,0,0,0,0
600,'2018/04/07 15:47:46:522',6,482.814636,260.323364,23.042498,398.302063,237.076599,44.433983,347.756744,236.790588,47.64164,298.732819,244.963043,45.545933,284.382263,291.627197,27.902632,0,0,0,0,1,0,0,0,0
601,'2018/04/07 15:47:46:571',6,482.537201,260.107727,23.071688,398.08139,236.613739,44.470642,347.385925,236.588074,47.680172,298.457336,244.852722,45.580185,284.110382,291.39209,27.908968,0,0,0,0,1,0,0,0,0
602,'2018/04/07 15:47:46:622',6,482.232941,259.606567,23.104712,397.843597,236.345398,44.518234,347.02298,236.364502,47.736607,298.247589,244.713242,45.637714,283.954224,291.117767,27.915087,0,0,0,0,1,0,0,0,0
603,'2018/04/07 15:47:46:671',6,482.037476,259.404907,23.126633,397.760803,236.265228,44.552597,346.870209,236.310333,47.778137,298.175903,244.7052,45.67939,283.808105,290.955994,27.93244,0,0,0,0,1,0,0,0,0
604,'2018/04/07 15:47:46:741',6,481.970215,259.196167,23.18421,397.689789,236.262634,44.613117,346.71579,236.389771,47.838604,298.053833,244.695984,45.73315,283.645508,290.662018,27.940054,0,0,0,0,1,0,0,0,0
605,'2018/04/07 15:47:46:805',6,481.908386,258.878113,23.202599,397.723053,236.195038,44.652393,346.624939,236.266479,47.891472,298.110779,244.791504,45.786682,283.731506,290.513916,27.945337,0,0,0,0,1,0,0,0,0
606,'2018/04/07 15:47:46:854',6,482.012451,258.647949,23.219507,397.847046,236.100189,44.679016,346.687378,236.218567,47.924236,298.264648,244.832458,45.822098,283.979004,290.428894,27.952148,0,0,0,0,1,0,0,0,0
607,'2018/04/07 15:47:46:923',6,482.193115,258.239807,23.252678,397.920441,235.863464,44.728481,346.699432,236.061249,47.980934,298.363403,244.777084,45.885487,284.249176,290.264893,27.989004,0,0,0,0,1,0,0,0,0
608,'2018/04/07 15:47:46:972',6,482.455139,257.913971,23.308289,397.928772,235.766693,44.781551,346.599976,235.97998,48.030617,298.329407,244.745224,45.931988,284.586121,290.172791,28.01684,0,0,0,0,1,0,0,0,0
609,'2018/04/07 15:48:08:023',7,398.984802,278.776337,29.551744,401.334259,252.966812,35.405937,382.55542,264.740997,35.686836,344.267273,274.934753,34.300346,310.89209,277.199188,31.705589,0,0,0,0,0,1,0,0,0
610,'2018/04/07 15:48:08:077',7,399.890594,278.372131,29.55485,401.877563,252.295364,35.462723,383.761841,264.150269,35.691845,345.609772,274.58316,34.331059,312.185242,277.058594,31.763195,0,0,0,0,0,1,0,0,0
611,'2018/04/07 15:48:08:144',7,400.099457,278.285156,29.474207,402.063751,252.178543,35.445896,384.356354,264.072205,35.623123,346.150757,274.532593,34.277607,312.657532,277.002808,31.725256,0,0,0,0,0,1,0,0,0
612,'2018/04/07 15:48:08:192',7,399.705994,278.278107,29.479502,401.659607,252.186386,35.463562,384.039978,264.048828,35.613544,345.724731,274.503174,34.268337,312.293549,276.932678,31.718304,0,0,0,0,0,1,0,0,0
613,'2018/04/07 15:48:08:242',7,399.1073,277.77832,29.399969,400.63559,251.656418,35.384537,383.259521,263.562012,35.529442,345.042938,274.168549,34.17997,311.673859,276.695251,31.631075,0,0,0,0,0,1,0,0,0
614,'2018/04/07 15:48:08:290',7,398.014526,277.451843,29.623154,400.625824,251.226669,35.59296,383.230713,263.068115,35.763779,344.808167,273.627136,34.453163,311.290894,276.065125,31.926281,0,0,0,0,0,1,0,0,0
615,'2018/04/07 15:48:08:341',7,397.304779,277.116333,29.696566,400.609344,250.767822,35.676445,383.354431,262.586914,35.85503,344.839355,273.234924,34.581657,311.378204,275.73996,32.060005,0,0,0,0,0,1,0,0,0
616,'2018/04/07 15:48:08:391',7,397.43219,276.829407,29.675289,401.40036,250.6362,35.6959,384.299103,262.458801,35.883514,345.484436,273.134552,34.711674,311.829895,275.62677,32.233711,0,0,0,0,0,1,0,0,0
617,'2018/04/07 15:48:08:440',7,397.505066,276.794128,29.69824,400.857849,250.564392,35.691814,383.805634,262.360596,35.883659,345.151825,273.145874,34.66227,311.693756,275.679169,32.153168,0,0,0,0,0,1,0,0,0
618,'2018/04/07 15:48:08:494',7,398.02124,277.086426,29.627346,401.496094,250.805435,35.605938,384.441925,262.57019,35.788574,345.678253,273.293579,34.562298,312.23233,275.7771,32.04686,0,0,0,0,0,1,0,0,0
619,'2018/04/07 15:48:08:544',7,398.14624,277.14389,29.583721,401.331604,250.832428,35.576302,384.491974,262.624542,35.726242,345.756836,273.409821,34.493656,312.352112,275.937866,31.977045,0,0,0,0,0,1,0,0,0
620,'2018/04/07 15:48:08:592',7,397.169952,277.328552,29.313381,400.497406,251.693405,35.354843,383.123413,263.261963,35.504951,344.129974,273.671906,34.137444,310.745911,275.720337,31.595715,0,0,0,0,0,1,0,0,0
621,'2018/04/07 15:48:08:640',7,398.178375,277.236267,29.248379,401.005341,252.588577,35.204556,382.987274,263.970276,35.390522,343.597595,274.121552,33.970993,309.989197,275.807892,31.446774,0,0,0,0,0,1,0,0,0
622,'2018/04/07 15:48:08:691',7,398.212677,277.420654,29.380413,401.034271,253.646225,35.291668,382.322327,264.889435,35.455471,342.492279,274.66507,34.0159,308.750488,275.973297,31.500065,0,0,0,0,0,1,0,0,0
